WBS;Capitulo;Subcapitulo;Actividad;Semana;BAC;PV;EV;AC;Comentario_Operativo;Comentario_Administrativo
1.2.4;1. Ingeniería;1.2 Ingeniería Básica;Cortocircuito;20;6877;6877;6877;15462;Actividad terminada.;Costo cerrado.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;1;6877;0;0;0;No iniciada;No iniciada
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;2;6877;0;0;0;No iniciada;No iniciada
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;3;6877;859;859;859;Frente operativo.;Ejecucion conforme.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;4;6877;1718;1718;1718;Frente operativo.;Ejecucion conforme.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;5;6877;2577;2577;2577;Frente operativo.;Ejecucion conforme.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;6;6877;3436;3436;3436;Frente operativo.;Ejecucion conforme.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;7;6877;4295;4295;4295;Frente operativo.;Ejecucion conforme.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;8;6877;5154;5154;5154;Frente operativo.;Ejecucion conforme.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;9;6877;6013;6013;6013;Frente operativo.;Ejecucion conforme.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;10;6877;6872;6872;6872;Frente operativo.;Ejecucion conforme.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;11;6877;6877;6877;7731;Actividad terminada.;Costo cerrado.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;12;6877;6877;6877;8590;Actividad terminada.;Costo cerrado.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;13;6877;6877;6877;9449;Actividad terminada.;Costo cerrado.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;14;6877;6877;6877;10308;Actividad terminada.;Costo cerrado.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;15;6877;6877;6877;11167;Actividad terminada.;Costo cerrado.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;16;6877;6877;6877;12026;Actividad terminada.;Costo cerrado.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;17;6877;6877;6877;12885;Actividad terminada.;Costo cerrado.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;18;6877;6877;6877;13744;Actividad terminada.;Costo cerrado.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;19;6877;6877;6877;14603;Actividad terminada.;Costo cerrado.
1.2.5;1. Ingeniería;1.2 Ingeniería Básica;Protecciones;20;6877;6877;6877;15462;Actividad terminada.;Costo cerrado.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;1;6877;0;0;0;No iniciada;No iniciada
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;2;6877;0;0;0;No iniciada;No iniciada
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;3;6877;859;859;859;Frente operativo.;Ejecucion conforme.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;4;6877;1718;1718;1718;Frente operativo.;Ejecucion conforme.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;5;6877;2577;2577;2577;Frente operativo.;Ejecucion conforme.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;6;6877;3436;3436;3436;Frente operativo.;Ejecucion conforme.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;7;6877;4295;4295;4295;Frente operativo.;Ejecucion conforme.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;8;6877;5154;5154;5154;Frente operativo.;Ejecucion conforme.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;9;6877;6013;6013;6013;Frente operativo.;Ejecucion conforme.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;10;6877;6872;6872;6872;Frente operativo.;Ejecucion conforme.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;11;6877;6877;6877;7731;Actividad terminada.;Costo cerrado.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;12;6877;6877;6877;8590;Actividad terminada.;Costo cerrado.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;13;6877;6877;6877;9449;Actividad terminada.;Costo cerrado.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;14;6877;6877;6877;10308;Actividad terminada.;Costo cerrado.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;15;6877;6877;6877;11167;Actividad terminada.;Costo cerrado.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;16;6877;6877;6877;12026;Actividad terminada.;Costo cerrado.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;17;6877;6877;6877;12885;Actividad terminada.;Costo cerrado.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;18;6877;6877;6877;13744;Actividad terminada.;Costo cerrado.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;19;6877;6877;6877;14603;Actividad terminada.;Costo cerrado.
1.2.6;1. Ingeniería;1.2 Ingeniería Básica;Basica Control;20;6877;6877;6877;15462;Actividad terminada.;Costo cerrado.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;1;7737;0;0;0;No iniciada;No iniciada
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;2;7737;0;0;0;No iniciada;No iniciada
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;3;7737;0;0;0;No iniciada;No iniciada
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;4;7737;0;0;0;No iniciada;No iniciada
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;5;7737;703;703;703;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;6;7737;1406;1406;1406;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;7;7737;2109;2109;2109;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;8;7737;2812;2812;2812;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;9;7737;3515;3515;3515;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;10;7737;4218;4218;4218;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;11;7737;4921;4921;4921;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;12;7737;5624;5624;5624;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;13;7737;6327;6327;6327;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;14;7737;7030;7030;7030;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;15;7737;7733;7733;7733;Frente operativo.;Ejecucion conforme.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;16;7737;7737;7737;8436;Actividad terminada.;Costo cerrado.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;17;7737;7737;7737;9139;Actividad terminada.;Costo cerrado.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;18;7737;7737;7737;9842;Actividad terminada.;Costo cerrado.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;19;7737;7737;7737;10545;Actividad terminada.;Costo cerrado.
1.3.1;1. Ingeniería;1.3 Detalle Civil;Cimentacion Trafo;20;7737;7737;7737;11248;Actividad terminada.;Costo cerrado.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;1;7737;0;0;0;No iniciada;No iniciada
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;2;7737;0;0;0;No iniciada;No iniciada
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;3;7737;0;0;0;No iniciada;No iniciada
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;4;7737;0;0;0;No iniciada;No iniciada
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;5;7737;703;703;703;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;6;7737;1406;1406;1406;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;7;7737;2109;2109;2109;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;8;7737;2812;2812;2812;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;9;7737;3515;3515;3515;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;10;7737;4218;4218;4218;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;11;7737;4921;4921;4921;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;12;7737;5624;5624;5624;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;13;7737;6327;6327;6327;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;14;7737;7030;7030;7030;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;15;7737;7733;7733;7733;Frente operativo.;Ejecucion conforme.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;16;7737;7737;7737;8436;Actividad terminada.;Costo cerrado.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;17;7737;7737;7737;9139;Actividad terminada.;Costo cerrado.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;18;7737;7737;7737;9842;Actividad terminada.;Costo cerrado.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;19;7737;7737;7737;10545;Actividad terminada.;Costo cerrado.
1.3.2;1. Ingeniería;1.3 Detalle Civil;Porticos 115kV;20;7737;7737;7737;11248;Actividad terminada.;Costo cerrado.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;1;7737;0;0;0;No iniciada;No iniciada
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;2;7737;0;0;0;No iniciada;No iniciada
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;3;7737;0;0;0;No iniciada;No iniciada
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;4;7737;0;0;0;No iniciada;No iniciada
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;5;7737;703;703;703;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;6;7737;1406;1406;1406;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;7;7737;2109;2109;2109;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;8;7737;2812;2812;2812;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;9;7737;3515;3515;3515;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;10;7737;4218;4218;4218;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;11;7737;4921;4921;4921;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;12;7737;5624;5624;5624;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;13;7737;6327;6327;6327;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;14;7737;7030;7030;7030;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;15;7737;7733;7733;7733;Frente operativo.;Ejecucion conforme.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;16;7737;7737;7737;8436;Actividad terminada.;Costo cerrado.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;17;7737;7737;7737;9139;Actividad terminada.;Costo cerrado.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;18;7737;7737;7737;9842;Actividad terminada.;Costo cerrado.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;19;7737;7737;7737;10545;Actividad terminada.;Costo cerrado.
1.3.3;1. Ingeniería;1.3 Detalle Civil;Drenajes;20;7737;7737;7737;11248;Actividad terminada.;Costo cerrado.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;1;7737;0;0;0;No iniciada;No iniciada
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;2;7737;0;0;0;No iniciada;No iniciada
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;3;7737;0;0;0;No iniciada;No iniciada
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;4;7737;0;0;0;No iniciada;No iniciada
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;5;7737;703;703;703;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;6;7737;1406;1406;1406;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;7;7737;2109;2109;2109;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;8;7737;2812;2812;2812;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;9;7737;3515;3515;3515;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;10;7737;4218;4218;4218;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;11;7737;4921;4921;4921;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;12;7737;5624;5624;5624;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;13;7737;6327;6327;6327;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;14;7737;7030;7030;7030;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;15;7737;7733;7733;7733;Frente operativo.;Ejecucion conforme.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;16;7737;7737;7737;8436;Actividad terminada.;Costo cerrado.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;17;7737;7737;7737;9139;Actividad terminada.;Costo cerrado.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;18;7737;7737;7737;9842;Actividad terminada.;Costo cerrado.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;19;7737;7737;7737;10545;Actividad terminada.;Costo cerrado.
1.3.4;1. Ingeniería;1.3 Detalle Civil;Cajas y Ductos;20;7737;7737;7737;11248;Actividad terminada.;Costo cerrado.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;1;7737;0;0;0;No iniciada;No iniciada
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;2;7737;0;0;0;No iniciada;No iniciada
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;3;7737;0;0;0;No iniciada;No iniciada
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;4;7737;0;0;0;No iniciada;No iniciada
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;5;7737;703;703;703;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;6;7737;1406;1406;1406;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;7;7737;2109;2109;2109;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;8;7737;2812;2812;2812;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;9;7737;3515;3515;3515;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;10;7737;4218;4218;4218;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;11;7737;4921;4921;4921;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;12;7737;5624;5624;5624;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;13;7737;6327;6327;6327;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;14;7737;7030;7030;7030;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;15;7737;7733;7733;7733;Frente operativo.;Ejecucion conforme.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;16;7737;7737;7737;8436;Actividad terminada.;Costo cerrado.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;17;7737;7737;7737;9139;Actividad terminada.;Costo cerrado.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;18;7737;7737;7737;9842;Actividad terminada.;Costo cerrado.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;19;7737;7737;7737;10545;Actividad terminada.;Costo cerrado.
1.3.5;1. Ingeniería;1.3 Detalle Civil;Edificio Control;20;7737;7737;7737;11248;Actividad terminada.;Costo cerrado.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;1;7737;0;0;0;No iniciada;No iniciada
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;2;7737;0;0;0;No iniciada;No iniciada
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;3;7737;0;0;0;No iniciada;No iniciada
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;4;7737;0;0;0;No iniciada;No iniciada
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;5;7737;703;703;703;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;6;7737;1406;1406;1406;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;7;7737;2109;2109;2109;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;8;7737;2812;2812;2812;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;9;7737;3515;3515;3515;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;10;7737;4218;4218;4218;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;11;7737;4921;4921;4921;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;12;7737;5624;5624;5624;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;13;7737;6327;6327;6327;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;14;7737;7030;7030;7030;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;15;7737;7733;7733;7733;Frente operativo.;Ejecucion conforme.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;16;7737;7737;7737;8436;Actividad terminada.;Costo cerrado.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;17;7737;7737;7737;9139;Actividad terminada.;Costo cerrado.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;18;7737;7737;7737;9842;Actividad terminada.;Costo cerrado.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;19;7737;7737;7737;10545;Actividad terminada.;Costo cerrado.
1.3.6;1. Ingeniería;1.3 Detalle Civil;Memorias Civil;20;7737;7737;7737;11248;Actividad terminada.;Costo cerrado.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;1;7737;0;0;0;No iniciada;No iniciada
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;2;7737;0;0;0;No iniciada;No iniciada
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;3;7737;0;0;0;No iniciada;No iniciada
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;4;7737;0;0;0;No iniciada;No iniciada
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;5;7737;703;703;703;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;6;7737;1406;1406;1406;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;7;7737;2109;2109;2109;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;8;7737;2812;2812;2812;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;9;7737;3515;3515;3515;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;10;7737;4218;4218;4218;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;11;7737;4921;4921;4921;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;12;7737;5624;5624;5624;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;13;7737;6327;6327;6327;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;14;7737;7030;7030;7030;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;15;7737;7733;7733;7733;Frente operativo.;Ejecucion conforme.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;16;7737;7737;7737;8436;Actividad terminada.;Costo cerrado.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;17;7737;7737;7737;9139;Actividad terminada.;Costo cerrado.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;18;7737;7737;7737;9842;Actividad terminada.;Costo cerrado.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;19;7737;7737;7737;10545;Actividad terminada.;Costo cerrado.
1.3.7;1. Ingeniería;1.3 Detalle Civil;Vias Acceso;20;7737;7737;7737;11248;Actividad terminada.;Costo cerrado.
1.3.8;1. Ingeniería;1.3 Detalle Civil;Cerramiento;1;7737;0;0;0;No iniciada;No iniciada
1.3.8;1. Ingeniería;1.3 Detalle Civil;Cerramiento;2;7737;0;0;0;No iniciada;No iniciada
1.3.8;1. Ingeniería;1.3 Detalle Civil;Cerramiento;3;7737;0;0;0;No iniciada;No iniciada
1.3.8;1. Ingeniería;1.3 Detalle Civil;Cerramiento;4;7737;0;0;0;No iniciada;No iniciada
1.3.8;1. Ingeniería;1.3 Detalle Civil;Cerramiento;5;7737;703;703;703;Frente operativo.;Ejecucion conforme.
1.3.8;1. Ingeniería;1.3 Detalle Civil;Cerramiento;6;7737;1406;1406;1406;Frente operativo.;Ejecucion conforme.
1.3.8;1. Ingeniería;1.3 Detalle Civil;Cerramiento;7;7737;2109;2109;2109;Frente operativo.;Ejecucion conforme.
1.3.8;1. Ingeniería;1.3 Detalle Civil;Cerramiento;8;7737;2812;2812;2812;Frente operativo.;Ejecucion conforme.
1.3.8;1. Ingeniería;1.3 Detalle Civil;Cerramiento;9;7737;3515;3515;3515;Frente operativo.;Ejecucion conforme.
